RowNumber;CustomerId;Surname;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited;Frecuencia de compra Mes;CantidadcompraPromedio;Compra_MasResalizada
9153;15611315;Ts'ao;708;Germany;Female;23;4;71433,08;1;1;0;103697,57;0;0;6740,34205;12
9154;15636977;Trevisan;507;Germany;Male;36;9;118214,32;3;1;0;119110,03;1;0;23226,45585;11
9155;15690337;Chinwenma;581;France;Female;27;5;102258,11;2;1;0;194681,6;0;0;25308,608;9
9156;15680666;Berry;579;Spain;Female;39;2;151963,26;2;1;0;158948,63;0;0;10331,66095;15
9157;15679551;Colombo;504;Spain;Female;46;2;163764,84;1;1;1;165122,55;1;0;21465,9315;8
9158;15778915;Harris;737;France;Female;32;7;128551,36;2;0;1;189402,71;0;0;12311,17615;13
9159;15568849;Bryan;540;Spain;Female;31;10;118158,74;1;1;1;158027,57;0;0;61630,7523;9
9160;15747762;Chigozie;609;France;Male;32;7;118520,41;1;0;0;3815,48;0;0;992,0248;1
9161;15753679;Mullawirraburka;778;France;Male;24;4;0;2;1;1;162809,2;0;0;63495,588;12
9162;15750049;Steele;621;France;Male;40;10;163823,37;1;0;0;89519,47;0;0;23275,0622;3
9163;15606097;Zakharov;665;Germany;Male;63;7;104469,58;1;1;1;25165,36;1;0;4907,2452;1
9164;15802368;Ch'eng;608;France;Female;47;6;0;1;1;1;126012,57;0;0;40954,08525;1
9165;15767488;Berry;680;Spain;Male;36;7;0;2;1;0;20109,21;0;0;6535,49325;10
9166;15669946;Jen;663;Germany;Female;46;2;141726,88;1;1;1;58257,23;0;0;3786,71995;8
9167;15612103;Wang;627;Germany;Female;35;2;137852,96;1;1;1;172269,21;1;0;22394,9973;7
9168;15645353;Chubb;607;France;Male;26;1;0;1;1;0;29818,2;0;0;7752,732;2
9169;15650018;Chen;681;France;Female;43;8;154100,3;1;0;0;114659,81;0;0;22358,66295;5
9170;15659002;Mazzanti;766;France;Female;45;6;0;2;0;0;147184,74;0;0;19134,0162;14
9171;15616028;T'ao;694;France;Male;30;2;0;3;0;1;15039,41;0;0;5865,3699;11
9172;15660475;Ndubueze;411;France;Female;54;9;0;1;0;1;76621,49;0;0;24901,98425;3
9173;15652615;Ferri;742;France;Male;39;8;140004,96;1;1;1;92985,78;0;0;18132,2271;11
9174;15653572;Thornton;673;Spain;Male;43;8;127132,96;1;0;1;6009,27;1;0;2343,6153;10
9175;15628059;DeRose;529;France;Male;61;1;0;2;1;1;191370,97;0;0;74634,6783;6
9176;15703413;Montes;519;France;Female;38;7;125328,56;1;1;0;188225,67;0;0;73408,0113;10
9177;15610433;Kwemto;573;France;Male;35;9;0;2;1;0;11743,89;0;0;4580,1171;3
9178;15770548;Lucchese;453;Germany;Female;28;3;139986,65;1;1;0;136846,75;0;0;44475,19375;14
9179;15645637;Huggins;798;Germany;Female;39;6;119787,76;1;1;1;164248,33;0;0;42704,5658;15
9180;15590888;Wade;693;Spain;Female;34;10;107556,06;2;0;0;154631,35;0;0;60306,2265;14
9181;15568326;Kenenna;637;France;Female;44;2;0;2;1;0;149665,65;0;0;9728,26725;10
9182;15655368;Wheeler;672;France;Male;47;1;0;1;0;0;91574,92;0;0;29761,849;15
9183;15665579;Cartwright;597;France;Female;28;0;142705,95;1;1;0;127233,39;0;0;16540,3407;2
9184;15676091;Iloerika;543;France;Male;42;7;0;1;1;1;56650,47;0;0;14729,1222;14
9185;15716984;Palermo;695;Spain;Female;56;4;0;2;1;0;84644,76;0;0;22007,6376;2
9186;15715078;Nkemakolam;584;France;Male;35;6;161613,94;2;1;1;148238,16;0;0;48177,402;7
9187;15569452;Butler;652;Germany;Female;58;3;116353,2;2;0;1;193502,9;0;0;75466,131;15
9188;15628863;Calabresi;601;France;Male;38;4;60013,81;1;1;1;38020,05;0;0;9885,213;6
9189;15778192;Nkemdilim;628;Spain;Male;28;4;0;2;1;1;176750,81;0;0;45955,2106;15
9190;15793723;Ch'iu;607;Germany;Male;32;9;144272,07;2;1;0;176580,63;0;0;22955,4819;12
9191;15798943;Alexander;646;France;Female;46;8;0;2;1;0;133059,15;0;0;25946,53425;7
9192;15764708;Chiabuotu;572;France;Male;30;6;117696,67;1;1;0;100843,82;0;0;26219,3932;1
9193;15791040;Vasilyeva;801;Spain;Male;58;1;79954,61;2;1;1;30484,19;0;0;11888,8341;15
9194;15631512;Schneider;597;France;Female;26;8;149989,39;1;1;0;42330,58;0;0;11005,9508;3
9195;15640106;Mason;613;France;Male;40;7;124339,9;1;0;0;193309,58;0;0;75390,7362;10
9196;15710315;Chukwukadibia;529;Germany;Male;29;4;135759,4;1;0;0;112813,79;1;0;29331,5854;6
9197;15771535;Tsui;794;Spain;Female;37;9;0;2;1;0;68008,85;0;0;8841,1505;5
9198;15611947;Banks;557;France;Male;34;3;83074;1;1;0;132673,22;0;0;8623,7593;3
9199;15670266;Shih;499;France;Female;28;4;141792,61;1;1;1;22001,91;0;0;8580,7449;7
9200;15609083;Tretiakova;544;France;Female;26;6;0;1;1;0;100200,4;1;0;26052,104;8
9201;15567923;Barese;739;France;Female;30;6;0;1;0;0;122604,44;0;0;31877,1544;2
9202;15788183;Longo;458;Germany;Female;43;1;106870,12;2;1;0;100564,37;0;0;32683,42025;4
9203;15735782;MacDonald;528;France;Male;31;9;120962,59;1;1;0;5419,31;0;0;1409,0206;15
9204;15774401;Chambers;773;Spain;Male;51;4;0;2;0;0;123587,83;1;0;32132,8358;11
9205;15737971;Cowen;646;France;Female;30;5;0;2;1;0;13935,32;0;0;4528,979;15
9206;15758750;Iweobiegbunam;564;France;Male;31;0;110527,17;1;1;1;87060,77;0;0;28294,75025;7
9207;15611767;Mai;624;Germany;Female;52;0;133723,43;1;0;0;4859,59;1;0;1895,2401;3
9208;15643770;Yu;682;France;Female;52;5;112670,48;1;1;0;21085,17;1;0;2741,0721;4
9209;15744717;Duffy;726;France;Female;44;2;0;2;1;1;26733,86;0;0;6950,8036;12
9210;15570681;Chiang;560;France;Male;24;1;116084,32;1;1;0;89734,7;0;0;11665,511;8
9211;15792650;Watts;382;Spain;Male;36;0;0;1;1;1;179540,73;1;0;70020,8847;6
9212;15605531;Daly;457;Spain;Female;38;6;0;2;1;0;173219,09;0;0;56296,20425;9
9213;15605339;Baker;673;France;Female;37;10;0;2;1;1;37411,35;0;0;14590,4265;13
9214;15672216;Uvarov;584;France;Female;40;4;82441,75;1;0;0;80852,11;0;0;31532,3229;4
9215;15812893;Costa;629;France;Female;39;10;0;2;1;1;43174,49;1;0;2806,34185;14
9216;15624180;Genovesi;584;Germany;Female;37;10;134171,8;4;1;1;70927,11;1;0;13830,78645;12
9217;15701364;Doherty;724;France;Male;30;10;0;2;1;1;54265,55;0;0;14109,043;6
9218;15762588;Kaleski;644;France;Male;31;5;0;2;1;1;41872,17;0;0;8165,07315;3
9219;15806318;Wright;676;Germany;Female;48;2;124442,38;1;1;0;15068,53;1;0;3917,8178;15
9220;15712596;Huang;499;France;Male;31;4;0;1;1;0;25950,49;0;0;6747,1274;10
9221;15600399;Trentino;598;France;Male;60;4;0;1;1;0;197727,14;1;0;77113,5846;3
9222;15576216;Chienezie;655;Germany;Female;37;4;108862,76;1;1;0;79555,08;1;0;5171,0802;12
9223;15620750;Sugden;559;France;Male;28;3;141099,43;1;1;1;15607,27;0;0;3043,41765;13
9224;15623489;Tu;543;France;Female;67;0;128843,67;1;1;1;134612,48;0;0;8749,8112;9
9225;15667944;Onuchukwu;679;France;Male;39;0;86843,61;1;0;1;159830,58;0;0;51944,9385;5
9226;15584928;Ugochukwutubelum;594;Germany;Female;32;4;120074,97;2;1;1;162961,79;0;0;52962,58175;1
9227;15779913;Davidson;586;France;Male;27;5;130231,8;2;1;1;192427,16;0;0;75046,5924;6
9228;15644977;Goddard;776;France;Female;31;5;0;2;1;0;92647,94;0;0;6022,1161;1
9229;15749679;Beck;699;France;Male;39;2;109724,38;1;1;1;180022,39;0;0;35104,36605;11
9230;15629010;Beam;847;Germany;Female;35;5;111743,43;1;1;1;183584,14;0;0;47731,8764;6
9231;15768465;Sheppard;582;Germany;Male;35;8;121309,17;2;1;1;28750,67;0;0;1868,79355;14
9232;15767781;Godfrey;648;France;Male;38;10;82697,28;1;1;0;74846,67;0;0;14595,10065;6
9233;15635364;Gray;618;France;Female;49;9;44301,43;3;1;1;89729,3;1;0;17497,2135;14
9234;15722004;Hsiung;543;France;Female;31;4;138317,94;1;0;0;61843,73;0;0;12059,52735;6
9235;15766044;Cameron;642;Germany;Male;49;4;120688,61;1;1;0;24770,22;1;0;6440,2572;6
9236;15586680;Fleming;462;France;Male;27;4;176913,52;1;1;0;80587,27;0;0;20952,6902;13
9237;15635388;Austin;640;Spain;Male;47;6;89047,14;1;1;0;116286,25;0;0;45351,6375;5
9238;15655175;Wallace;740;Germany;Male;40;4;114318,78;2;1;0;129333,69;1;0;42033,44925;15
9239;15639133;Ku;773;France;Female;50;4;0;2;1;0;129372,94;0;0;33636,9644;2
9240;15799653;Fiorentino;583;Germany;Female;32;7;94753,55;2;1;1;18149,03;0;0;2359,3739;12
9241;15723872;Buccho;589;Spain;Female;46;10;0;2;0;1;168369,37;0;0;10944,00905;2
9242;15775627;Gordon;509;France;Male;35;8;0;2;0;1;67431,28;0;0;8766,0664;7
9243;15630704;Haworth;612;Germany;Male;32;9;106520,73;2;1;0;177092,16;0;0;46043,9616;2
9244;15815534;Guidry;505;Spain;Male;37;0;134006,39;1;1;1;93736,69;0;0;18278,65455;9
9245;15697249;Lettiere;546;Germany;Female;25;3;132837,7;1;1;0;131647,31;0;0;51342,4509;1
9246;15681316;Tai;681;France;Female;41;0;120549,29;2;1;0;175722,31;0;0;34265,85045;15
9247;15682523;Chigozie;762;France;Male;20;1;139432,55;1;1;1;85606,83;0;0;5564,44395;10
9248;15650244;Bezrukov;786;Spain;Male;29;7;80895,44;2;1;0;64945,57;0;0;8442,9241;8
9249;15648638;Chia;629;Spain;Male;34;6;0;2;1;0;190347,72;0;0;74235,6108;4
9250;15795747;Sheppard;787;Spain;Female;39;7;171646,76;1;0;1;100791,36;0;0;19654,3152;9
9251;15607330;Vasilyev;713;Spain;Male;42;0;109121,71;1;0;1;167873,49;0;0;43647,1074;2
9252;15624013;Maxwell;541;France;Female;39;6;109844,81;1;1;0;25289,23;0;0;4931,39985;6
9253;15800805;Maher;451;France;Female;31;7;140931,82;1;0;1;20388,77;0;0;6626,35025;14
9254;15667321;Cocci;644;Spain;Male;49;10;0;2;1;1;145089,64;0;0;28292,4798;3
9255;15601116;P'an;686;France;Male;32;6;0;2;1;1;179093,26;0;0;69846,3714;6
9256;15622033;Rapuluchukwu;847;Germany;Female;41;3;101543,51;4;1;0;16025,17;1;0;1041,63605;15
9257;15758451;Azuka;765;Germany;Male;37;7;102708,77;1;1;0;9087,81;0;0;2362,8306;3
9258;15688689;Esposito;678;Germany;Female;37;8;149000,91;2;1;1;21472,42;0;0;5582,8292;1
9259;15652674;Hou;539;France;Male;20;0;83459,86;1;1;1;146752,67;0;0;57233,5413;4
9260;15806327;Cyril;800;France;Female;40;3;75893,11;2;1;0;132562,23;0;0;25849,63485;3
9261;15649618;Tomlinson;799;Germany;Female;39;7;167395,6;2;0;1;139537,43;0;0;45349,66475;5
9262;15677117;Crawford;629;France;Female;61;6;0;2;1;1;133672,61;0;0;43443,59825;12
9263;15751445;Chikwado;734;Germany;Female;52;6;71283,09;2;0;1;38984,37;0;0;15203,9043;1
9264;15749669;Hargreaves;542;France;Female;31;3;0;2;1;1;115217,59;0;0;29956,5734;6
9265;15656351;Laidley;414;Spain;Male;60;3;0;2;1;1;93844,82;0;0;24399,6532;2
9266;15667438;Ferguson;675;France;Female;38;1;104016,88;1;0;0;22068,83;1;0;8606,8437;14
9267;15682273;Burns;683;France;Female;38;5;127616,56;1;1;0;123846,07;0;0;24149,98365;11
9268;15580912;McNeill;748;France;Male;32;5;154737,88;2;1;1;172638,13;0;0;44885,9138;5
9269;15785183;Chukwuebuka;596;Spain;Male;29;2;0;2;1;1;1591,19;0;0;310,28205;1
9270;15705383;Shen;642;France;Male;35;4;125476,31;1;1;1;91775,51;0;0;11930,8163;10
9271;15712903;Diaz;499;France;Female;21;3;176511,08;1;1;1;153920,22;0;0;60028,8858;4
9272;15774285;Kentish;649;Spain;Female;47;8;110783,28;1;1;1;71420,16;0;0;13926,9312;1
9273;15583138;Persse;739;France;Male;42;2;141642,92;2;1;0;172149,76;0;0;11189,7344;1
9274;15740160;Okwukwe;616;France;Male;31;1;0;2;1;1;54706,75;0;0;10667,81625;3
9275;15793425;Watt;560;Spain;Female;33;9;0;1;0;1;183358,21;0;0;59591,41825;7
9276;15749265;Carslaw;427;Germany;Male;42;1;75681,52;1;1;1;57098;0;0;14845,48;11
9277;15623989;Griffin;435;France;Male;54;3;0;1;1;0;156910,46;1;0;30597,5397;11
9278;15604832;Hsia;633;France;Male;29;7;0;1;1;1;130224,73;0;0;33858,4298;12
9279;15584580;Fyodorova;443;France;Male;35;6;161111,45;1;0;0;13946,66;0;0;3626,1316;14
9280;15573854;Chukwujekwu;727;France;Male;62;5;0;2;0;1;38652,96;0;0;7537,3272;11
9281;15614847;Townsend;674;France;Female;45;6;72494,69;1;0;1;140041,78;0;0;9102,7157;3
9282;15679966;Marsh;661;France;Female;31;3;133964,3;1;1;1;166187,1;0;0;64812,969;9
9283;15799435;Hayes;619;Spain;Male;34;1;0;1;1;0;139919,38;0;0;36379,0388;13
9284;15752186;Padovano;562;France;Female;27;3;0;2;1;0;28137,03;0;0;7315,6278;11
9285;15705544;Ma;633;France;Male;61;3;157201,48;1;0;1;50368,63;0;0;9821,88285;4
9286;15713632;Ham;551;Spain;Female;48;5;95679,29;1;0;0;94978,1;0;0;37041,459;5
9287;15586523;Paten;720;Germany;Female;29;7;106230,92;1;1;1;69903,93;1;0;18175,0218;8
9288;15609176;Cawthorne;688;France;Female;32;5;0;2;0;1;177607,77;0;0;11544,50505;1
9289;15769308;Herbert;635;Germany;Female;36;9;81231,85;2;1;0;196731,08;0;0;38362,5606;6
9290;15676810;Jen;561;France;Female;31;1;81480,27;2;1;1;65234,6;0;0;12720,747;4
9291;15634591;Saunders;850;France;Male;33;8;73059,38;1;1;1;186281;0;0;36324,795;4
9292;15679804;Esquivel;636;France;Male;36;5;117559,05;2;1;1;111573,3;0;0;29009,058;4
9293;15677764;Chao;461;Germany;Female;74;1;186445,31;2;1;1;196767,83;0;0;51159,6358;11
9294;15571917;Eluemuno;771;Germany;Female;38;5;137657,71;2;1;0;72985,61;0;0;4744,06465;10
9295;15574608;Sidorova;713;France;Male;36;8;133889,35;1;1;1;143265,65;0;0;18624,5345;2
9296;15740868;Pirogova;658;Germany;Female;45;9;134562,8;1;1;1;159268,67;0;0;20704,9271;8
9297;15702442;Benson;586;Germany;Female;56;9;100781,75;2;1;1;54448,41;0;0;3539,14665;15
9298;15699797;Santana;737;France;Male;30;8;174356,13;1;0;0;31928,5;0;0;2075,3525;6
9299;15648047;Williamson;742;Germany;Male;27;5;190125,43;2;0;0;21793,59;0;0;5666,3334;8
9300;15766826;North;824;France;Male;26;7;146266;1;1;0;21903,62;1;0;8542,4118;15
9301;15591628;Davies;701;Germany;Male;41;9;164046,1;1;1;0;49405,93;0;0;3211,38545;4
9302;15583857;Siciliano;623;Spain;Female;43;4;123536,52;2;0;0;154908,52;0;0;40276,2152;6
9303;15752534;Mironov;744;France;Male;36;10;0;2;1;1;182867,84;0;0;59432,048;1
9304;15741403;Amechi;698;Spain;Female;38;1;171848,38;1;0;0;16957,45;0;0;6613,4055;8
9305;15783589;Toscano;616;France;Male;40;9;0;2;0;0;93717,55;0;0;6091,64075;2
9306;15598046;Su;662;France;Female;39;5;139562,05;2;1;0;61636,22;0;0;24038,1258;4
9307;15643330;Chukwuemeka;594;France;Male;37;2;0;2;0;1;95864,5;0;0;12462,385;8
9308;15680405;P'eng;685;France;Male;40;2;168001,34;2;1;1;167400,29;0;0;10881,01885;3
9309;15728683;Lombardo;742;France;Male;27;0;0;2;0;1;131534,96;0;0;25649,3172;15
9310;15621644;Lombardi;678;Germany;Male;83;6;123356,63;1;0;1;92934,41;0;0;12081,4733;3
9311;15733032;Butler;651;Spain;Male;47;2;0;2;1;1;119808,64;0;0;23362,6848;13
9312;15608381;Dean;585;Germany;Male;50;2;125845,66;1;1;0;9439,31;1;0;3681,3309;11
9313;15658946;Piccio;579;Germany;Male;40;10;45408,85;2;1;0;18732,91;0;0;3652,91745;5
9314;15757912;Bradley;722;Germany;Female;37;0;125977,81;1;0;0;160162,42;0;0;31231,6719;6
9315;15645371;Cameron;613;Germany;Female;51;7;147262,11;1;1;1;53630,9;1;0;20916,051;6
9316;15653110;Chan;694;France;Male;42;8;133767,19;1;1;0;36405,21;0;0;9465,3546;1
9317;15766355;Lettiere;550;Germany;Male;49;0;108806,96;3;1;0;61446,92;1;0;15976,1992;11
9318;15585249;Mironova;741;France;Male;42;6;106036,52;1;1;0;194686,78;1;0;12654,6407;6
9319;15611786;Tsui;668;Spain;Female;69;9;0;1;0;1;134483,07;0;0;52448,3973;5
9320;15575486;Okoli;529;France;Female;27;1;0;2;1;1;37769,98;0;0;2455,0487;1
9321;15780215;Berry;636;France;Male;31;6;0;2;1;1;2382,61;0;0;154,86965;12
9322;15686099;Ruse;563;Spain;Male;61;1;82182,1;1;1;0;106826,92;1;0;34718,749;15
9323;15739042;Bogolyubov;767;France;Female;35;9;0;2;1;0;39511,61;0;0;15409,5279;13
9324;15815316;Kennedy;644;France;Male;50;9;76817;4;1;0;196371,13;1;0;25528,2469;14
9325;15778489;Bolton;780;Germany;Male;71;9;142550,25;2;1;1;122506,78;0;0;47777,6442;1
9326;15786389;Chuang;635;Spain;Female;41;10;0;2;1;1;61994,2;0;0;20148,115;13
9327;15601787;Greco;641;Germany;Male;35;2;103711,56;1;0;1;192464,21;1;0;62550,86825;15
9328;15624715;Ma;593;Spain;Female;40;2;0;1;1;1;5194,95;0;0;1350,687;8
9329;15763093;Nucci;540;Germany;Female;35;7;128369,75;2;1;0;198256,15;0;0;77319,8985;1
9330;15572073;Yao;663;Spain;Male;35;5;0;2;1;1;62634,94;0;0;20356,3555;10
9331;15780256;Palfreyman;630;France;Male;34;9;0;2;1;1;114006,35;0;0;37052,06375;2
9332;15659305;Webster;605;Germany;Male;19;8;166133,28;1;1;1;107994,99;0;0;35098,37175;3
9333;15638882;Cardell;710;Germany;Female;62;9;148214,36;1;1;0;48571,14;1;0;6314,2482;10
9334;15714680;Bianchi;755;France;Female;78;5;121206,96;1;1;1;76016,49;0;0;14823,21555;13
9335;15777217;Somadina;641;Spain;Male;25;10;0;2;1;1;180808,39;0;0;11752,54535;14
9336;15739123;Mellor;737;Germany;Male;50;4;127552,85;2;1;0;4225,11;0;0;823,89645;12
9337;15594450;Tomlinson;695;France;Male;49;9;159458,53;1;1;0;135841,35;0;0;8829,68775;9
9338;15797751;Pai;466;Germany;Female;47;5;102085,72;1;1;1;183536,24;1;0;11929,8556;7
9339;15691543;Lennox;558;Germany;Male;58;2;142537,18;1;1;1;88791,83;0;0;11542,9379;6
9340;15722845;Meldrum;665;Spain;Male;29;1;182781,74;2;1;1;63732,9;0;0;16570,554;10
9341;15605804;Watson;737;France;Male;45;10;0;2;1;0;1364,54;0;0;88,6951;5
9342;15702061;Findlay;654;France;Male;29;7;0;2;1;1;149184,15;0;0;48484,84875;14
9343;15694321;Su;619;France;Female;28;3;0;2;1;0;53394,12;0;0;13882,4712;1
9344;15798749;Davidson;845;Germany;Female;43;3;152063,59;2;1;0;97910,06;0;0;19092,4617;9
9345;15720050;Barrett;727;France;Female;28;2;110997,76;1;1;0;101433,76;0;0;6593,1944;5
9346;15758048;Miah;582;France;Male;50;2;148942;1;1;1;116944,3;0;0;45608,277;3
9347;15805681;Chamberlain;716;France;Male;41;9;0;1;1;1;113267,48;0;0;7362,3862;11
9348;15802809;Vidal;660;Spain;Female;36;0;84438,57;1;1;1;181449,51;0;0;47176,8726;7
9349;15807239;Lung;664;France;Female;34;7;93920,47;1;0;0;179913,98;0;0;35083,2261;11
9350;15749093;Tretyakova;801;France;Male;43;4;158713,08;2;0;0;98586,14;0;0;12816,1982;4
9351;15689344;Montgomery;615;Spain;Male;42;4;0;3;0;1;120321,09;0;0;31283,4834;6
9352;15606076;Golubev;718;Germany;Male;63;7;123204,88;1;1;1;100538,8;0;0;39210,132;3
9353;15610090;Han;667;France;Male;40;8;72945,29;2;1;0;98931,5;0;0;12861,095;15
9354;15693926;Pan;670;Spain;Male;37;0;178742,71;1;1;1;194493,57;0;0;25284,1641;10
9355;15791501;Carroll;590;France;Male;43;8;0;2;1;1;143628,31;0;0;18671,6803;8
9356;15621870;Hawkins;739;Spain;Female;40;8;0;1;1;0;167030,51;0;0;21713,9663;8
9357;15734711;Loggia;373;France;Male;42;7;0;1;1;0;77786,37;1;0;10112,2281;5
9358;15814405;Chesnokova;418;France;Female;46;9;0;1;1;1;81014,5;1;0;26329,7125;6
9359;15729359;Chambers;837;France;Female;29;9;0;2;1;1;41866,26;0;0;2721,3069;12
9360;15606944;Fleming;645;Germany;Male;43;9;140121,17;1;1;0;11302,7;1;0;734,6755;1
9361;15671934;Veale;552;Germany;Male;39;2;132906,88;1;0;1;149384,43;0;0;38839,9518;9
9362;15641773;Browne;580;Germany;Male;45;2;179334,83;2;1;1;169303,65;0;0;44018,949;12
9363;15701972;Parsons;684;France;Male;35;3;137179,39;1;1;1;37264,11;0;0;12110,83575;6
9364;15749114;Bailey;634;Spain;Male;35;3;0;2;1;1;19515,48;0;0;7611,0372;8
9365;15780362;Ferrari;607;France;Female;49;9;119960,29;2;1;0;103068,22;0;0;13398,8686;11
9366;15753229;Genovese;802;France;Male;29;9;127414,55;1;1;1;134459,12;0;0;52439,0568;10
9367;15656009;McIntyre;736;France;Female;36;6;0;1;1;0;70496,66;0;0;18329,1316;1
9368;15785024;Warner;629;France;Female;40;9;137409,19;1;1;0;175877,7;1;0;11432,0505;7
9369;15670492;Gordon;737;France;Male;28;8;0;2;1;0;106390,01;0;0;6915,35065;6
9370;15795458;McMillan;718;Spain;Female;39;2;0;1;1;1;52138,49;0;0;13556,0074;3
9371;15732438;Cheng;561;France;Male;43;4;0;4;0;0;18522,91;1;0;7223,9349;7
9372;15781987;Akhtar;641;France;Male;31;9;112494,99;1;1;1;32231,6;0;0;8380,216;7
9373;15775826;Iadanza;677;France;Male;30;1;78133,15;1;0;1;174225,88;0;0;11324,6822;6
9374;15807457;Abernathy;641;Spain;Female;36;1;0;2;1;0;102021,39;0;0;13262,7807;10
9375;15632538;Watson;658;Spain;Female;32;5;145553,07;1;1;1;31484,76;0;0;6139,5282;2
9376;15641389;Shen;659;Germany;Male;48;4;123593,22;2;1;0;82469,06;1;0;10720,9778;6
9377;15657306;Kershaw;567;France;Female;47;2;0;1;0;0;110900,43;1;0;28834,1118;9
9378;15709447;Reed;584;France;Female;26;0;146286,22;1;1;0;105105,35;0;0;20495,54325;8
9379;15762682;Mitchell;709;Spain;Female;35;1;111827,27;2;1;0;12674,68;0;0;1647,7084;13
9380;15626042;Webb;690;Spain;Female;26;2;0;2;1;1;93255,85;0;0;12123,2605;8
9381;15597109;Vanzetti;627;France;Male;70;1;94416,78;1;0;1;145299,5;0;0;56666,805;14
9382;15756148;Nnanna;765;Spain;Male;45;2;91549,78;1;1;1;47139,44;0;0;3064,0636;13
9383;15665634;Campbell;645;France;Female;38;7;59568,57;1;1;1;167723,25;0;0;10902,01125;14
9384;15739997;Capon;716;France;Female;23;2;94464,81;2;0;1;185900,88;0;0;36250,6716;12
9385;15686242;Otutodilichukwu;771;France;Female;57;4;0;1;0;0;85876,67;1;0;33491,9013;6
9386;15759244;Boone;687;Germany;Male;44;8;95368,14;2;1;1;1787,85;0;0;464,841;4
9387;15672027;McIntyre;717;Germany;Female;33;10;102185,42;2;1;0;23231,93;0;0;1510,07545;7
9388;15594576;Zhdanov;524;France;Male;32;1;144875,71;1;0;0;187740,04;0;0;48812,4104;8
9389;15707138;Nagy;679;Spain;Male;39;5;0;2;1;1;100060,54;0;0;39023,6106;13
9390;15756954;Lombardo;538;France;Female;32;2;0;1;1;1;80130,54;0;0;31250,9106;4
9391;15619130;Simpson;752;Germany;Female;37;5;113291,05;2;1;1;132467,54;0;0;25831,1703;8
9392;15639665;Herbert;846;Spain;Male;61;0;0;2;1;1;96202,44;0;0;31265,793;12
9393;15571065;Lehr;532;Spain;Female;39;0;0;2;1;0;94977,3;0;0;30867,6225;3
9394;15686060;Chou;670;Germany;Male;43;9;111677,88;1;1;0;178827,3;1;0;23247,549;10
9395;15615753;Upchurch;597;Germany;Female;35;8;131101,04;1;1;1;192852,67;0;0;37606,27065;1
9396;15800961;Ugorji;627;Germany;Male;52;1;76101,81;2;0;1;177238,35;0;0;57602,46375;4
9397;15763065;Palerma;700;Spain;Female;40;2;0;2;1;0;199753,97;0;0;38952,02415;9
9398;15672467;Coles;766;France;Female;52;7;92510,9;2;0;1;66193,61;0;0;12907,75395;10
9399;15752915;Hsueh;488;France;Female;34;2;0;2;1;1;181270,84;0;0;58913,023;12
9400;15744695;Tu;694;France;Male;39;5;77652,4;1;1;1;25407,59;0;0;8257,46675;12
9401;15584897;Kuo;639;France;Female;31;3;98360,03;1;0;0;20973,8;0;0;6816,485;8
9402;15601857;Woodhouse;705;Germany;Female;46;4;115518,07;1;0;0;76544,9;1;0;9950,837;13
9403;15674156;Tretiakova;810;Germany;Male;69;3;27288,43;1;1;1;110509,9;0;0;21549,4305;1
9404;15695465;Gibson;638;France;Female;36;6;0;1;1;0;164247,51;0;0;21352,1763;13
9405;15792232;Moss;595;Spain;Female;43;5;0;2;0;0;105149,8;0;0;34173,685;3
9406;15807900;Chineze;575;France;Male;36;7;0;1;1;1;55868,97;1;0;21788,8983;5
9407;15743760;Davidson;850;France;Male;31;6;131996,66;2;1;1;178747,43;0;0;34855,74885;4
9408;15652835;Liang;419;Spain;Female;27;2;121580,42;1;0;1;134720,51;0;0;26270,49945;11
9409;15767818;Graham;640;France;Male;55;10;132436,34;1;1;0;978,66;0;0;63,6129;7
9410;15591150;Nwebube;570;Spain;Male;34;10;0;2;0;1;183387,12;0;0;71520,9768;2
9411;15734659;Sozonov;640;Germany;Female;46;5;107978,4;2;1;0;155876,06;0;0;40527,7756;5
9412;15796115;Forbes;689;Germany;Female;40;4;78119,59;4;1;0;119259,34;1;0;15503,7142;7
9413;15724648;Chikezie;725;France;Male;26;6;98684,15;1;0;0;133720,57;0;0;34767,3482;9
9414;15737732;Onwuemelie;751;France;Female;44;10;0;2;1;0;170634,49;0;0;44364,9674;9
9415;15632280;Toth;544;Spain;Female;53;9;0;1;1;0;125692,07;1;0;16339,9691;6
9416;15750407;Hunt;768;Germany;Female;43;2;129264,05;2;0;0;19150,14;0;0;4979,0364;15
9417;15795370;Mazure;648;Germany;Male;37;6;131753,41;1;1;0;86894,67;0;0;22592,6142;12
9418;15656829;Hughes;577;Spain;Female;33;6;0;2;1;0;57975,8;0;0;3768,427;6
9419;15643794;Bennett;639;Spain;Female;27;2;0;1;1;1;82938,99;0;0;21564,1374;8
9420;15798605;Tien;686;Germany;Male;26;1;57422,62;1;1;1;79189,4;0;0;30883,866;9
9421;15637324;Kay;657;France;Female;28;7;0;2;0;1;5177,62;0;0;2019,2718;7
9422;15589589;Bryan;613;France;Male;34;5;144094,2;1;1;0;44510,26;0;0;5786,3338;13
9423;15778936;Ingamells;701;France;Male;33;9;147510,34;1;1;0;190611,92;0;0;49559,0992;15
9424;15757385;Milne;578;Spain;Female;28;8;161592,76;1;1;0;177834,79;0;0;57796,30675;2
