RowNumber;CustomerId;Surname;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited;Frecuencia de compra Mes;CantidadcompraPromedio;Compra_MasResalizada;#¿NOMBRE?;puede acceder;es activo ;Salario Estimado;Numero De producto;Score;Ternuere;Edad;Suma;75%Salary;;;;;;;;;;;;;;;;;;
7254;15734649;Martel;779;Spain;Female;55;0;133295,98;1;1;0;22832,71;1;0;1484,12615;12;;;;;;;;;;14841,2615;;;;;;;;;;;;;;;;;;
7255;15701081;Jarvis;785;France;Male;36;2;0;1;0;1;61811,1;0;0;16070,886;13;;;;;;;;;;40177,215;;;;;;;;;;;;;;;;;;
7256;15632503;Meng;563;France;Female;32;0;148326,09;1;1;0;191604,27;1;0;74725,6653;3;;;;;;;;;;124542,7755;;;;;;;;;;;;;;;;;;
7257;15585928;Hay;821;Germany;Female;31;2;68927,57;1;1;1;25445;0;0;3307,85;3;;;;;;;;;;16539,25;;;;;;;;;;;;;;;;;;
7258;15648681;Voronoff;747;France;Female;47;5;139914,6;4;0;1;129964,56;1;0;33790,7856;12;;;;;;;;;;84476,964;;;;;;;;;;;;;;;;;;
7259;15747757;Trevascus;600;Germany;Female;58;8;118723,11;1;0;0;6209,51;1;0;2421,7089;15;;;;;;;;;;4036,1815;;;;;;;;;;;;;;;;;;
7260;15718921;Ho;625;Spain;Male;32;7;106957,28;1;1;1;134794,02;0;0;26284,8339;8;;;;;;;;;;87616,113;;;;;;;;;;;;;;;;;;
7261;15571081;Hansen;773;France;Female;41;7;190238,93;1;1;1;57549,65;0;0;18703,63625;2;;;;;;;;;;37407,2725;;;;;;;;;;;;;;;;;;
7262;15734578;Craig;726;France;Female;53;1;113537,73;1;0;1;28367,21;0;0;11063,2119;2;;;;;;;;;;18438,6865;;;;;;;;;;;;;;;;;;
7263;15579583;Hall;641;Spain;Female;40;4;101090,27;1;1;1;51703,09;0;0;16803,50425;4;;;;;;;;;;33607,0085;;;;;;;;;;;;;;;;;;
7264;15622729;Sun;649;France;Female;46;2;0;2;1;1;66602,7;0;0;8658,351;5;;;;;;;;;;43291,755;;;;;;;;;;;;;;;;;;
7265;15662189;Durant;434;Spain;Male;33;3;0;1;1;1;2739,71;0;0;356,1623;8;;;;;;;;;;1780,8115;;;;;;;;;;;;;;;;;;
7266;15692718;Jackson;738;France;Female;38;7;0;2;0;0;69227,42;0;0;8999,5646;10;;;;;;;;;;44997,823;;;;;;;;;;;;;;;;;;
7267;15762716;Chigozie;762;Spain;Female;60;10;168920,75;1;1;0;31445,03;1;0;6131,78085;2;;;;;;;;;;20439,2695;;;;;;;;;;;;;;;;;;
7268;15724851;Farmer;507;Germany;Male;31;9;111589,67;1;1;0;150037,19;0;0;48762,08675;2;;;;;;;;;;97524,1735;;;;;;;;;;;;;;;;;;
7269;15587266;Douglas;606;Germany;Female;27;6;172310,33;1;0;1;111448,92;0;0;21732,5394;12;;;;;;;;;;72441,798;;;;;;;;;;;;;;;;;;
7270;15675926;Ardis;655;Germany;Male;34;7;118028,35;1;1;0;51226,32;1;0;6659,4216;15;;;;;;;;;;33297,108;;;;;;;;;;;;;;;;;;
7271;15706268;Smith;697;Germany;Male;51;1;147910,3;1;1;1;53581,14;0;0;6965,5482;7;;;;;;;;;;34827,741;;;;;;;;;;;;;;;;;;
7272;15581871;Butler;504;Germany;Male;42;7;131287,36;2;1;1;149697,78;0;0;29191,0671;12;;;;;;;;;;97303,557;;;;;;;;;;;;;;;;;;
7273;15666166;Pettry;653;France;Female;74;0;121276,32;1;1;1;160348,31;0;0;52113,20075;10;;;;;;;;;;104226,4015;;;;;;;;;;;;;;;;;;
7274;15671582;John;660;Spain;Male;38;6;109869,32;1;1;1;154641,91;0;0;50258,62075;8;;;;;;;;;;100517,2415;;;;;;;;;;;;;;;;;;
7275;15680901;Potter;652;France;Female;34;6;97435,85;2;1;1;104331,76;0;0;40689,3864;13;;;;;;;;;;67815,644;;;;;;;;;;;;;;;;;;
7276;15642336;Shaw;669;France;Female;42;9;0;2;0;0;135630,32;0;0;44079,854;3;;;;;;;;;;88159,708;;;;;;;;;;;;;;;;;;
7277;15653147;Boyle;594;France;Male;35;2;133853,27;1;1;1;65361,66;0;0;4248,5079;6;;;;;;;;;;42485,079;;;;;;;;;;;;;;;;;;
7278;15571284;Elmore;756;Germany;Male;32;0;109528,16;2;1;1;56176,31;0;0;7302,9203;3;;;;;;;;;;36514,6015;;;;;;;;;;;;;;;;;;
7279;15591360;Udinesi;642;France;Female;33;4;84607,34;2;0;1;60059,47;0;0;19519,32775;14;;;;;;;;;;39038,6555;;;;;;;;;;;;;;;;;;
7280;15810485;Sun;486;Germany;Male;37;1;101438;1;0;0;51364,56;0;0;10016,0892;1;;;;;;;;;;33386,964;;;;;;;;;;;;;;;;;;
7281;15611973;Tuan;804;France;Male;55;7;0;2;1;1;118752,6;0;0;7718,919;10;;;;;;;;;;77189,19;;;;;;;;;;;;;;;;;;
7282;15735572;Lawrence;629;France;Male;59;9;113657,83;1;1;1;116848,79;1;0;22785,51405;12;;;;;;;;;;75951,7135;;;;;;;;;;;;;;;;;;
7283;15567860;Burrows;581;Spain;Female;44;7;189318,16;2;1;0;45026,23;1;0;14633,52475;10;;;;;;;;;;29267,0495;;;;;;;;;;;;;;;;;;
7284;15795690;Shao;667;France;Male;31;3;99513,91;1;1;1;189657,26;0;0;24655,4438;1;;;;;;;;;;123277,219;;;;;;;;;;;;;;;;;;
7285;15706464;White;667;Spain;Male;35;4;97585,32;2;0;0;57213,46;0;0;14875,4996;13;;;;;;;;;;37188,749;;;;;;;;;;;;;;;;;;
7286;15725028;Chialuka;679;France;Male;29;3;0;2;1;1;63687,06;0;0;8279,3178;14;;;;;;;;;;41396,589;;;;;;;;;;;;;;;;;;
7287;15751167;Toscano;680;France;Female;43;4;0;2;1;1;58761,33;0;0;22916,9187;6;;;;;;;;;;38194,8645;;;;;;;;;;;;;;;;;;
7288;15633944;McKay;644;Spain;Male;32;3;136659,74;1;1;1;14187,78;0;0;922,2057;11;;;;;;;;;;9222,057;;;;;;;;;;;;;;;;;;
7289;15672637;Voronkov;571;France;Female;30;4;85755,86;1;1;0;145115,95;0;0;18865,0735;15;;;;;;;;;;94325,3675;;;;;;;;;;;;;;;;;;
7290;15680895;Sal;627;Spain;Female;35;7;0;1;1;0;187718,26;0;0;24403,3738;12;;;;;;;;;;122016,869;;;;;;;;;;;;;;;;;;
7291;15793825;Ikechukwu;536;France;Male;39;4;0;2;1;0;27150,35;0;0;3529,5455;4;;;;;;;;;;17647,7275;;;;;;;;;;;;;;;;;;
7292;15611318;Kruglova;599;Spain;Male;33;4;51690,89;1;1;0;111622,76;1;0;14510,9588;14;;;;;;;;;;72554,794;;;;;;;;;;;;;;;;;;
7293;15768474;Clements;744;Spain;Male;34;3;0;2;1;0;27244,35;0;0;3541,7655;5;;;;;;;;;;17708,8275;;;;;;;;;;;;;;;;;;
7294;15716276;Kennedy;709;France;Female;34;2;111669,68;1;1;0;57029,66;0;0;14827,7116;8;;;;;;;;;;37069,279;;;;;;;;;;;;;;;;;;
7295;15623668;Johnson;653;Germany;Male;31;2;154741,45;2;0;0;25183,01;0;0;6547,5826;13;;;;;;;;;;16368,9565;;;;;;;;;;;;;;;;;;
7296;15696361;Chung;648;Germany;Male;31;7;125681,51;1;0;1;129980,93;0;0;42243,80225;2;;;;;;;;;;84487,6045;;;;;;;;;;;;;;;;;;
7297;15607988;Garland;663;Germany;Female;37;8;155303,71;1;1;0;118716,63;0;0;7716,58095;11;;;;;;;;;;77165,8095;;;;;;;;;;;;;;;;;;
7298;15637891;Docherty;613;Germany;Female;43;4;140681,68;1;0;1;20134,07;0;0;3926,14365;7;;;;;;;;;;13087,1455;;;;;;;;;;;;;;;;;;
7299;15789865;Nnaife;620;France;Male;28;9;71902,52;1;0;1;190208,23;0;0;61817,67475;8;;;;;;;;;;123635,3495;;;;;;;;;;;;;;;;;;
7300;15627190;Lettiere;661;France;Male;51;6;146606,6;1;1;1;68021,9;0;0;13264,2705;8;;;;;;;;;;44214,235;;;;;;;;;;;;;;;;;;
7301;15788224;Sanderson;669;Germany;Male;45;1;123949,75;1;0;0;110881,56;0;0;7207,3014;6;;;;;;;;;;72073,014;;;;;;;;;;;;;;;;;;
7302;15702149;Fomin;767;Germany;Female;33;1;144753,21;1;1;1;132480,75;0;0;34444,995;13;;;;;;;;;;86112,4875;;;;;;;;;;;;;;;;;;
7303;15708236;Wright;491;France;Female;72;6;91285,22;1;1;1;7032,95;0;0;2742,8505;8;;;;;;;;;;4571,4175;;;;;;;;;;;;;;;;;;
7304;15568469;Buckley;653;France;Male;43;0;0;2;1;0;27862,58;0;0;9055,3385;7;;;;;;;;;;18110,677;;;;;;;;;;;;;;;;;;
7305;15764444;Pan;679;Germany;Male;58;8;125850,53;2;1;1;87008,17;0;0;22622,1242;14;;;;;;;;;;56555,3105;;;;;;;;;;;;;;;;;;
7306;15794204;Manna;687;France;Male;28;7;108116,66;1;1;1;27411,19;0;0;1781,72735;3;;;;;;;;;;17817,2735;;;;;;;;;;;;;;;;;;
7307;15807546;Chinwendu;837;France;Female;38;2;0;2;1;1;46395,21;0;0;18094,1319;13;;;;;;;;;;30156,8865;;;;;;;;;;;;;;;;;;
7308;15782159;Ndubuagha;850;France;Male;28;8;67639,56;2;1;1;194245,29;0;0;12625,94385;5;;;;;;;;;;126259,4385;;;;;;;;;;;;;;;;;;
7309;15618703;White;663;Spain;Female;53;6;150200,23;1;0;1;151317,27;1;0;29506,86765;12;;;;;;;;;;98356,2255;;;;;;;;;;;;;;;;;;
7310;15793317;Hale;547;Spain;Female;22;7;141287,15;1;1;0;118142,79;0;0;7679,28135;10;;;;;;;;;;76792,8135;;;;;;;;;;;;;;;;;;
7311;15740487;Ross;627;France;Female;41;6;0;3;1;1;138700,75;1;0;18031,0975;4;;;;;;;;;;90155,4875;;;;;;;;;;;;;;;;;;
7312;15722479;Ikenna;707;France;Male;37;1;0;2;0;1;6035,51;0;0;1961,54075;3;;;;;;;;;;3923,0815;;;;;;;;;;;;;;;;;;
7313;15688264;Nkemdilim;629;France;Female;43;0;0;2;1;1;41263,69;0;0;2682,13985;7;;;;;;;;;;26821,3985;;;;;;;;;;;;;;;;;;
7314;15583067;McMillan;687;France;Female;36;4;97157,96;1;0;1;63185,05;0;0;20535,14125;10;;;;;;;;;;41070,2825;;;;;;;;;;;;;;;;;;
7315;15686670;Duke;588;France;Female;36;2;0;2;1;0;92536;1;0;12029,68;12;;;;;;;;;;60148,4;;;;;;;;;;;;;;;;;;
7316;15593345;Bradbury;502;Germany;Female;33;6;125241,17;2;1;1;158736,07;0;0;41271,3782;10;;;;;;;;;;103178,4455;;;;;;;;;;;;;;;;;;
7317;15811690;Bayley;793;Germany;Male;54;2;128966,13;1;0;0;18633,4;1;0;2422,342;4;;;;;;;;;;12111,71;;;;;;;;;;;;;;;;;;
7318;15734008;Bartlett;727;Germany;Male;59;5;152581,06;1;1;0;71830,1;1;0;4668,9565;3;;;;;;;;;;46689,565;;;;;;;;;;;;;;;;;;
7319;15771856;Cremin;632;Spain;Female;32;1;0;2;1;0;19525,65;0;0;1269,16725;5;;;;;;;;;;12691,6725;;;;;;;;;;;;;;;;;;
7320;15762045;Gilchrist;474;Germany;Female;37;5;142688,57;2;1;1;110953,33;0;0;28847,8658;12;;;;;;;;;;72119,6645;;;;;;;;;;;;;;;;;;
7321;15778142;Shih;850;Germany;Female;31;1;130089,56;2;1;1;4466,21;0;0;580,6073;12;;;;;;;;;;2903,0365;;;;;;;;;;;;;;;;;;
7322;15689268;Fitzpatrick;584;France;Male;36;9;0;1;1;1;105818,51;0;0;34391,01575;11;;;;;;;;;;68782,0315;;;;;;;;;;;;;;;;;;
7323;15721507;Pagan;713;France;Female;32;1;117094,02;1;0;0;149558,83;1;0;58327,9437;15;;;;;;;;;;97213,2395;;;;;;;;;;;;;;;;;;
7324;15750476;Hendrick;742;Spain;Male;24;8;0;2;1;0;4070,28;0;0;264,5682;5;;;;;;;;;;2645,682;;;;;;;;;;;;;;;;;;
7325;15810723;Sanderson;607;France;Female;39;10;0;3;1;0;132741,13;1;0;43140,86725;5;;;;;;;;;;86281,7345;;;;;;;;;;;;;;;;;;
7326;15787229;Samsonova;761;Spain;Female;34;2;0;2;1;0;61251,25;0;0;23887,9875;14;;;;;;;;;;39813,3125;;;;;;;;;;;;;;;;;;
7327;15570508;Azubuike;600;France;Male;49;7;90218,9;1;1;0;91347,76;0;0;23750,4176;2;;;;;;;;;;59376,044;;;;;;;;;;;;;;;;;;
7328;15617065;Pan;650;Spain;Male;42;4;194532,66;1;1;0;171045,31;1;0;33353,83545;7;;;;;;;;;;111179,4515;;;;;;;;;;;;;;;;;;
7329;15689786;Massie;850;Germany;Male;56;1;169743,83;1;0;0;155850,4;1;0;30390,828;1;;;;;;;;;;101302,76;;;;;;;;;;;;;;;;;;
7330;15648876;Sandover;501;France;Female;34;5;0;1;1;0;27380,99;0;0;3559,5287;8;;;;;;;;;;17797,6435;;;;;;;;;;;;;;;;;;
7331;15802106;Craig;418;France;Male;34;8;155973,88;1;1;0;154208,96;0;0;50117,912;8;;;;;;;;;;100235,824;;;;;;;;;;;;;;;;;;
7332;15773869;Onwudiwe;797;Spain;Male;59;4;129321,44;1;1;1;93624,55;0;0;24342,383;7;;;;;;;;;;60855,9575;;;;;;;;;;;;;;;;;;
7333;15711635;Chu;788;Germany;Female;42;6;138650,49;2;1;0;64746,07;0;0;16833,9782;2;;;;;;;;;;42084,9455;;;;;;;;;;;;;;;;;;
7334;15795527;Zetticci;699;Spain;Male;43;2;136487,86;2;1;0;82815,93;0;0;5383,03545;3;;;;;;;;;;53830,3545;;;;;;;;;;;;;;;;;;
7335;15759133;Vaguine;616;France;Male;18;6;0;2;1;1;27308,58;0;0;5325,1731;6;;;;;;;;;;17750,577;;;;;;;;;;;;;;;;;;
7336;15679394;Owen;651;France;Female;41;4;38617,2;1;1;1;104876,8;0;0;40901,952;15;;;;;;;;;;68169,92;;;;;;;;;;;;;;;;;;
7337;15801072;Hurst;654;France;Female;28;7;0;2;1;0;151316,37;0;0;19671,1281;1;;;;;;;;;;98355,6405;;;;;;;;;;;;;;;;;;
7338;15646082;Harding;676;France;Female;34;8;82909,14;1;1;0;91817,38;1;0;5968,1297;13;;;;;;;;;;59681,297;;;;;;;;;;;;;;;;;;
7339;15796111;Smith;708;Germany;Female;54;8;145151,4;1;0;1;125311,17;1;0;24435,67815;6;;;;;;;;;;81452,2605;;;;;;;;;;;;;;;;;;
7340;15670646;Moore;499;Spain;Female;42;0;147187,84;1;1;1;14868,94;1;0;4832,4055;6;;;;;;;;;;9664,811;;;;;;;;;;;;;;;;;;
7341;15578722;Bradley;689;France;Male;39;4;0;2;1;0;196112,45;0;0;25494,6185;14;;;;;;;;;;127473,0925;;;;;;;;;;;;;;;;;;
7342;15815095;Burfitt;850;Spain;Male;54;7;108185,81;2;0;0;24093,4;1;0;9396,426;6;;;;;;;;;;15660,71;;;;;;;;;;;;;;;;;;
7343;15730360;Mackenzie;502;France;Male;30;4;0;2;1;1;66263,87;0;0;4307,15155;11;;;;;;;;;;43071,5155;;;;;;;;;;;;;;;;;;
7344;15763194;Milanesi;643;France;Male;34;7;0;2;0;1;100304,13;0;0;39118,6107;10;;;;;;;;;;65197,6845;;;;;;;;;;;;;;;;;;
7345;15720725;Shubin;762;France;Male;28;2;0;2;1;0;167909,52;0;0;32742,3564;10;;;;;;;;;;109141,188;;;;;;;;;;;;;;;;;;
7346;15567834;Nieves;719;France;Male;49;5;105918,1;1;1;1;16246,59;0;0;5280,14175;10;;;;;;;;;;10560,2835;;;;;;;;;;;;;;;;;;
7347;15720644;Martin;789;France;Male;27;6;0;2;1;0;103603,65;0;0;6734,23725;7;;;;;;;;;;67342,3725;;;;;;;;;;;;;;;;;;
7348;15811742;Jen;553;Spain;Male;42;7;0;2;1;0;7680,23;0;0;2496,07475;5;;;;;;;;;;4992,1495;;;;;;;;;;;;;;;;;;
7349;15813363;Woods;448;Spain;Male;25;2;0;2;0;0;95215,73;0;0;24756,0898;12;;;;;;;;;;61890,2245;;;;;;;;;;;;;;;;;;
7350;15717629;Docherty;632;Germany;Male;42;6;59972,26;2;0;1;148172,94;0;0;57787,4466;13;;;;;;;;;;96312,411;;;;;;;;;;;;;;;;;;
7351;15713160;Lin;669;Spain;Male;25;7;157228,61;2;1;0;124382,9;0;0;16169,777;7;;;;;;;;;;80848,885;;;;;;;;;;;;;;;;;;
7352;15568878;Cheng;654;Spain;Male;34;5;0;2;1;0;159311,46;0;0;51776,2245;2;;;;;;;;;;103552,449;;;;;;;;;;;;;;;;;;
7353;15809800;Korovina;726;France;Female;38;4;0;2;0;0;6787,48;0;0;2205,931;9;;;;;;;;;;4411,862;;;;;;;;;;;;;;;;;;
7354;15736420;Macdonald;596;France;Male;21;4;210433,08;2;0;1;197297,77;1;0;64121,77525;10;;;;;;;;;;128243,5505;;;;;;;;;;;;;;;;;;
7355;15757933;Hardy;733;Germany;Female;30;1;102452,71;1;1;0;21556,95;0;0;2802,4035;14;;;;;;;;;;14012,0175;;;;;;;;;;;;;;;;;;
7356;15623072;Shaw;529;Spain;Female;35;5;0;2;1;0;56518;0;0;22042,02;5;;;;;;;;;;36736,7;;;;;;;;;;;;;;;;;;
7357;15683993;Knight;493;France;Female;37;8;142987,46;2;1;0;158840,99;0;0;10324,66435;14;;;;;;;;;;103246,6435;;;;;;;;;;;;;;;;;;
7358;15570947;Bruny;615;Spain;Female;29;7;143330,56;2;1;1;126396,01;0;0;32862,9626;9;;;;;;;;;;82157,4065;;;;;;;;;;;;;;;;;;
7359;15797767;Ikedinachukwu;600;France;Female;49;6;0;1;0;1;148087,88;1;0;38502,8488;5;;;;;;;;;;96257,122;;;;;;;;;;;;;;;;;;
7360;15731989;Moran;666;France;Male;36;4;120165,4;2;1;0;33701,5;0;0;8762,39;12;;;;;;;;;;21905,975;;;;;;;;;;;;;;;;;;
7361;15591035;Macleod;644;Spain;Male;54;6;0;1;0;1;84622,37;0;0;33002,7243;7;;;;;;;;;;55004,5405;;;;;;;;;;;;;;;;;;
7362;15586479;Yin;692;France;Female;36;4;0;1;1;0;185580,89;1;0;60313,78925;9;;;;;;;;;;120627,5785;;;;;;;;;;;;;;;;;;
7363;15605872;Felix;707;France;Male;73;6;66573,17;1;1;1;62768,8;0;0;16319,888;7;;;;;;;;;;40799,72;;;;;;;;;;;;;;;;;;
7364;15666012;Rippey;603;France;Male;40;4;102833,46;2;1;1;38829,11;0;0;7571,67645;10;;;;;;;;;;25238,9215;;;;;;;;;;;;;;;;;;
7365;15641733;Mishina;671;France;Female;34;5;164757,56;1;1;0;110748,88;0;0;14397,3544;12;;;;;;;;;;71986,772;;;;;;;;;;;;;;;;;;
7366;15593178;Graham;568;Spain;Female;36;10;153610,61;1;1;1;54083,8;1;0;3515,447;8;;;;;;;;;;35154,47;;;;;;;;;;;;;;;;;;
7367;15649183;Johnston;598;Spain;Female;35;8;0;3;0;1;88658,73;0;0;5762,81745;14;;;;;;;;;;57628,1745;;;;;;;;;;;;;;;;;;
7368;15736399;Korovin;606;Spain;Male;42;10;0;2;1;0;177938,52;0;0;34698,0114;15;;;;;;;;;;115660,038;;;;;;;;;;;;;;;;;;
7369;15751137;Lei;850;Germany;Female;36;3;169025,83;1;1;0;174235,06;0;0;33975,8367;7;;;;;;;;;;113252,789;;;;;;;;;;;;;;;;;;
7370;15757188;Chimaijem;644;Spain;Female;26;4;153455,72;2;1;1;82696,84;0;0;10750,5892;2;;;;;;;;;;53752,946;;;;;;;;;;;;;;;;;;
7371;15726167;Scott;655;France;Male;37;4;0;2;1;1;142415,97;0;0;9257,03805;7;;;;;;;;;;92570,3805;;;;;;;;;;;;;;;;;;
7372;15624850;Grant;850;France;Male;30;10;153972,89;2;1;0;62811,03;0;0;20413,58475;13;;;;;;;;;;40827,1695;;;;;;;;;;;;;;;;;;
7373;15717700;McIntyre;683;Spain;Male;34;9;114609,55;2;0;1;25339,29;0;0;6588,2154;15;;;;;;;;;;16470,5385;;;;;;;;;;;;;;;;;;
7374;15716347;Griffin;663;Germany;Male;37;7;143625,83;2;0;1;176487,05;0;0;45886,633;2;;;;;;;;;;114716,5825;;;;;;;;;;;;;;;;;;
7375;15696287;Converse;682;Germany;Female;38;1;116520,28;1;1;1;49833,5;1;0;6478,355;7;;;;;;;;;;32391,775;;;;;;;;;;;;;;;;;;
7376;15638871;Ch'ang;639;France;Male;77;6;80926,02;2;1;1;55829,25;0;0;18144,50625;3;;;;;;;;;;36289,0125;;;;;;;;;;;;;;;;;;
7377;15765093;Coates;704;France;Male;23;6;166594,78;1;1;1;155823,2;0;0;40514,032;14;;;;;;;;;;101285,08;;;;;;;;;;;;;;;;;;
7378;15592999;Reid;691;France;Female;40;0;115465,98;1;1;1;60622,61;0;0;7880,9393;5;;;;;;;;;;39404,6965;;;;;;;;;;;;;;;;;;
7379;15641715;Ts'ui;599;France;Male;34;8;0;2;1;1;174196,68;0;0;22645,5684;6;;;;;;;;;;113227,842;;;;;;;;;;;;;;;;;;
7380;15607746;Belstead;573;France;Female;36;1;0;1;1;1;56905,38;0;0;22193,0982;15;;;;;;;;;;36988,497;;;;;;;;;;;;;;;;;;
7381;15625311;Dickinson;589;Germany;Female;41;7;92618,62;1;1;1;101178,85;0;0;26306,501;4;;;;;;;;;;65766,2525;;;;;;;;;;;;;;;;;;
7382;15573077;Nwora;620;Germany;Female;25;8;141825,88;1;1;1;73857,94;1;0;14402,2983;2;;;;;;;;;;48007,661;;;;;;;;;;;;;;;;;;
7383;15735106;Bishop;647;Spain;Male;28;6;149594,02;2;1;0;102325,19;0;0;39906,8241;5;;;;;;;;;;66511,3735;;;;;;;;;;;;;;;;;;
7384;15672912;Loggia;737;Spain;Female;39;7;130051,66;2;0;0;55356,39;1;0;10794,49605;1;;;;;;;;;;35981,6535;;;;;;;;;;;;;;;;;;
7385;15589881;Rowe;634;France;Female;41;7;0;2;1;1;131284,93;0;0;8533,52045;2;;;;;;;;;;85335,2045;;;;;;;;;;;;;;;;;;
7386;15660144;Balashov;660;France;Male;38;4;0;2;0;0;88080,43;0;0;11450,4559;14;;;;;;;;;;57252,2795;;;;;;;;;;;;;;;;;;
7387;15664083;Ulyanova;666;Germany;Female;37;2;158468,76;1;0;1;93266,01;0;0;24249,1626;5;;;;;;;;;;60622,9065;;;;;;;;;;;;;;;;;;
7388;15690898;Bogolyubova;696;France;Male;44;8;161889,79;1;0;0;75562,47;0;0;29469,3633;6;;;;;;;;;;49115,6055;;;;;;;;;;;;;;;;;;
7389;15808023;Remington;836;France;Female;29;9;133681,78;1;1;1;153747,73;0;0;9993,60245;6;;;;;;;;;;99936,0245;;;;;;;;;;;;;;;;;;
7390;15676909;Mishin;667;Spain;Female;34;5;0;2;1;0;163830,64;0;0;21297,9832;1;;;;;;;;;;106489,916;;;;;;;;;;;;;;;;;;
7391;15764922;Tu;596;Spain;Male;20;3;187294,46;1;1;0;103456,47;0;0;6724,67055;12;;;;;;;;;;67246,7055;;;;;;;;;;;;;;;;;;
7392;15766734;Castiglione;430;France;Male;31;5;0;1;1;0;95655,16;0;0;24870,3416;4;;;;;;;;;;62175,854;;;;;;;;;;;;;;;;;;
7393;15795079;Nnaife;596;Spain;Male;67;6;0;2;1;1;138350,74;0;0;44963,9905;14;;;;;;;;;;89927,981;;;;;;;;;;;;;;;;;;
7394;15757434;Yang;599;France;Male;28;7;119706,22;1;0;0;31190,42;0;0;2027,3773;7;;;;;;;;;;20273,773;;;;;;;;;;;;;;;;;;
7395;15673747;Ayers;519;France;Female;22;8;0;1;0;1;167553,06;0;0;21781,8978;11;;;;;;;;;;108909,489;;;;;;;;;;;;;;;;;;
7396;15808386;Cocci;721;Germany;Female;45;7;138523,2;1;0;0;59604,45;1;0;7748,5785;13;;;;;;;;;;38742,8925;;;;;;;;;;;;;;;;;;
7397;15603565;Mackenzie;603;Spain;Female;56;5;90778,76;2;1;0;162223,67;1;0;10544,53855;10;;;;;;;;;;105445,3855;;;;;;;;;;;;;;;;;;
7398;15744044;Fiorentini;572;Germany;Male;47;4;99353,42;1;1;0;196549,85;1;0;51102,961;10;;;;;;;;;;127757,4025;;;;;;;;;;;;;;;;;;
7399;15577771;Akabueze;453;Germany;Female;40;1;111524,49;1;1;1;120373,84;1;0;7824,2996;5;;;;;;;;;;78242,996;;;;;;;;;;;;;;;;;;
7400;15769548;Hyde;668;France;Female;37;7;128645,67;1;1;0;92149,64;0;0;11979,4532;7;;;;;;;;;;59897,266;;;;;;;;;;;;;;;;;;
7401;15802071;Levi;762;Germany;Male;35;1;117458,51;1;0;1;178361,48;1;0;34780,4886;15;;;;;;;;;;115934,962;;;;;;;;;;;;;;;;;;
7402;15677395;Nwabugwu;633;France;Female;39;9;129189,15;2;0;0;170998,83;0;0;44459,6958;10;;;;;;;;;;111149,2395;;;;;;;;;;;;;;;;;;
7403;15632010;Chia;647;Spain;Male;33;7;121260,19;2;1;0;77216,48;0;0;30114,4272;12;;;;;;;;;;50190,712;;;;;;;;;;;;;;;;;;
7404;15779492;Trevisano;796;Spain;Male;56;6;94231,13;1;0;0;121164,6;1;0;7875,699;14;;;;;;;;;;78756,99;;;;;;;;;;;;;;;;;;
7405;15694677;Bennetts;733;France;Male;39;1;0;2;1;1;141841,31;0;0;9219,68515;4;;;;;;;;;;92196,8515;;;;;;;;;;;;;;;;;;
7406;15704315;Teng;556;France;Male;34;8;163757,06;1;1;1;104000,06;0;0;13520,0078;2;;;;;;;;;;67600,039;;;;;;;;;;;;;;;;;;
7407;15742009;Hsueh;489;Spain;Male;58;4;0;2;1;1;191419,32;0;0;74653,5348;13;;;;;;;;;;124422,558;;;;;;;;;;;;;;;;;;
7408;15766663;Mahmood;639;France;Male;22;4;0;2;1;0;28188,96;0;0;3664,5648;2;;;;;;;;;;18322,824;;;;;;;;;;;;;;;;;;
7409;15742297;Sinclair;715;France;Male;35;2;141005,47;1;1;1;60407,93;0;0;11779,54635;3;;;;;;;;;;39265,1545;;;;;;;;;;;;;;;;;;
7410;15688059;Chin;807;Germany;Female;42;9;105356,09;2;1;1;130489,37;0;0;50890,8543;14;;;;;;;;;;84818,0905;;;;;;;;;;;;;;;;;;
7411;15752344;She;714;Spain;Male;34;5;0;2;1;0;193040,32;0;0;75285,7248;6;;;;;;;;;;125476,208;;;;;;;;;;;;;;;;;;
7412;15698749;He;626;Germany;Female;23;6;85897,95;1;1;0;109742,8;0;0;14266,564;2;;;;;;;;;;71332,82;;;;;;;;;;;;;;;;;;
7413;15631693;Hill;697;France;Male;36;7;0;2;1;1;74760,32;0;0;4859,4208;13;;;;;;;;;;48594,208;;;;;;;;;;;;;;;;;;
7414;15604536;Vachon;850;Germany;Female;31;4;164672,66;1;0;1;61936,1;0;0;12077,5395;10;;;;;;;;;;40258,465;;;;;;;;;;;;;;;;;;
7415;15802869;Ball;737;Germany;Female;45;2;99169,67;2;1;1;78650,95;0;0;20449,247;2;;;;;;;;;;51123,1175;;;;;;;;;;;;;;;;;;
7416;15635598;Hsieh;812;France;Male;29;6;0;2;0;0;168023,6;0;0;10921,534;12;;;;;;;;;;109215,34;;;;;;;;;;;;;;;;;;
7417;15592326;Baker;583;France;Male;36;8;0;2;0;1;5571,59;0;0;2172,9201;10;;;;;;;;;;3621,5335;;;;;;;;;;;;;;;;;;
7418;15736533;Monaldo;730;Germany;Female;37;5;124053,03;1;1;0;118591,67;0;0;38542,29275;5;;;;;;;;;;77084,5855;;;;;;;;;;;;;;;;;;
